"sleep","totwrk","educ","male","marr","age","earns74","black","union","case","clerical","construc","gdhlth","inlf","leis1","leis2","leis3","smsa","lhrwage","lothinc","prot","rlxall","selfe","slpnaps","south","spsepay","spwrk75","worknrm","workscnd","exper","yngkid","yrsmarr","hrwage","agesq"
3368,1093,11,0,1,33,13750,0,0,484,1,0,1,1,5619,5619,5589,1,0.837247,8.922792,0,3398,0,3368,0,13000,1,1093,0,16,0,16,2.309999,1089
3295,2805,8,0,1,50,13750,0,1,485,1,0,1,1,3980,3980,3950,1,1.425515,8.517393,0,3325,0,3295,0,18000,1,2805,0,36,0,23,4.16,2500
3103,825,12,0,1,51,2500,0,0,486,0,0,1,1,6152,5747,5647,0,0.672944,9.328213,0,3608,0,3508,1,13000,1,825,0,33,0,0,1.959999,2601
3373,68,16,0,1,35,0,0,0,487,0,0,1,1,6639,6571,6534,0,1.752672,10.07538,1,3478,0,3441,0,24000,1,68,0,13,0,15,5.77,1225
3210,3203,16,0,1,53,42500,0,0,488,0,0,1,1,3667,3667,3579,0,1.214913,0,1,3298,0,3210,1,37000,1,3203,0,31,0,30,3.370001,2809
2698,1553,12,0,1,33,4500,0,1,489,0,0,1,1,5829,5829,5724,0,1.061257,9.865318,0,2803,0,2698,0,24000,1,1553,0,15,0,15,2.890002,1089
3633,1025,12,0,1,49,1000,0,0,490,1,0,1,1,5422,4447,4042,0,0.8671,9.282754,1,5013,0,4608,0,2613,1,1025,0,31,0,26,2.379999,2401
2413,2701,8,0,1,44,2500,0,0,491,0,0,1,1,4966,4936,4921,0,1.147403,8.987322,1,2458,0,2443,0,0,0,1776,925,30,0,24,3.150002,1936
3818,125,12,0,1,28,13750,0,0,492,0,0,1,1,6137,6077,6032,1,-0.597837,0,0,3923,1,3878,0,14300,1,125,0,10,0,7,0.55,784
3420,0,12,1,1,64,10500,0,0,493,0,0,1,1,6660,6600,6525,0,1.241269,9.282754,0,3555,0,3480,0,0,0,0,0,46,0,35,3.460001,4096
3215,375,12,0,1,61,2500,0,0,494,0,0,1,1,6490,6477,6477,0,1.241269,8.987322,1,3228,0,3228,0,0,0,375,0,43,0,0,3.460001,3721
2623,1920,12,0,0,32,1000,0,0,495,0,0,1,1,5537,4892,4892,0,0.548121,8.888895,1,3268,0,3268,0,0,0,1920,0,14,0,0,1.729999,1024
2643,1408,11,1,1,34,9500,0,0,496,0,1,1,1,6029,6029,5991,0,1.241269,0,0,2681,1,2643,1,0,0,1408,0,17,0,16,3.460001,1156
3353,1995,12,0,1,43,3500,0,1,497,0,0,1,1,4732,4732,4732,1,0.908259,9.784197,1,3353,0,3353,0,18000,1,1995,0,25,0,22,2.480001,1849
3558,1600,17,1,1,25,1000,0,0,498,0,0,1,1,4922,4892,4892,1,1.098612,9.047939,1,3588,0,3588,0,8000,1,1600,0,2,0,3,2.999999,625
2828,1243,17,0,1,39,16250,0,0,499,0,0,1,1,6009,5859,5784,1,1.752672,8.517393,1,3053,0,2978,0,16000,1,1243,0,16,0,19,5.77,1521
3148,1988,17,1,1,60,21250,0,0,500,0,0,1,1,4944,4884,4884,0,3.234749,0,1,3208,0,3208,0,0,0,1988,0,37,0,34,25.4,3600
3773,0,12,0,1,25,5500,0,0,501,0,0,1,1,6307,5932,5857,1,0.837247,9.282754,1,4223,0,4148,0,15000,1,0,0,7,0,5,2.309999,625
3405,375,14,0,1,55,2500,0,0,502,1,0,1,1,6300,6187,6187,0,0.837247,9.328213,1,3518,0,3518,0,12000,1,375,0,35,0,33,2.309999,3025
3278,1051,17,0,1,45,32500,0,0,503,0,0,1,1,5751,5546,5546,1,1.530395,9.210441,0,3483,0,3483,0,34000,1,1051,0,22,0,21,4.620001,2025
2868,1733,8,0,1,52,2500,0,0,504,0,0,0,1,5479,5104,5094,1,0.837247,9.328213,0,3253,0,3243,0,16000,1,1733,0,38,0,27,2.309999,2704
3900,363,5,0,0,63,3500,0,0,505,0,0,0,1,5817,5682,5682,1,1.530395,6.908755,1,4035,0,4035,0,0,0,363,0,52,0,0,4.620001,3969
2508,1230,16,0,1,26,18750,0,0,506,0,0,1,1,6342,6229,6204,1,2.016236,8.517393,0,2646,0,2621,0,18500,1,1230,0,4,1,5,7.510005,676
3555,1816,6,0,1,26,6750,1,1,507,0,0,1,1,4709,4709,4679,0,0.920283,0,1,3585,0,3555,1,7000,1,1816,0,14,1,10,2.510001,676
3630,625,8,0,0,58,0,0,0,508,0,0,0,1,5825,5300,5300,1,1.000632,0,0,4155,0,4155,0,0,0,625,0,44,0,0,2.720001,3364
3215,0,11,0,0,60,1000,0,0,509,0,0,1,1,6865,6865,6865,0,0.139762,7.824446,1,3215,0,3215,0,0,0,0,0,43,0,0,1.15,3600
3180,0,12,0,1,31,9500,0,1,510,0,0,1,1,6900,6900,6900,1,1.619388,8.35491,0,3180,0,3180,0,13500,1,0,0,13,0,9,5.049999,961
3938,588,12,0,1,57,1000,0,0,511,0,0,1,1,5554,5554,5524,0,1.217876,9.915959,1,3968,0,3938,1,12000,1,288,300,39,0,39,3.380001,3249
3466,1050,16,0,1,39,2500,0,0,512,0,0,1,1,5564,5465,5465,0,1.061257,8.006701,1,3565,0,3565,0,6000,1,1050,0,17,0,18,2.890002,1521
2678,800,15,0,1,25,13750,0,0,513,0,0,1,1,6602,6602,6602,0,-0.083382,7.824446,0,2678,0,2678,0,13000,1,800,0,4,1,6,0.9199997,625
3223,900,16,0,1,48,1000,0,0,514,1,0,1,1,5957,5882,5882,1,0.837247,10.35777,0,3298,0,3298,0,28000,1,900,0,26,0,25,2.309999,2304
3428,638,17,0,1,28,18750,0,0,515,0,0,1,1,6014,5949,5949,1,1.12493,0,1,3493,0,3493,1,21000,1,638,0,5,0,6,3.080001,784
3967,1751,6,0,0,37,1000,1,0,516,0,0,0,1,4362,3962,3962,0,0.431782,7.313887,0,4367,0,4367,0,0,0,1751,0,25,0,0,1.539999,1369
3525,900,12,0,1,49,1000,0,0,517,1,0,1,1,5655,5530,5380,1,1.12493,10.03236,1,3800,0,3650,0,17000,1,900,0,31,0,24,3.080001,2401
3143,900,12,0,1,48,3500,0,0,518,1,0,1,1,6037,5827,5827,1,1.740466,10.08585,0,3353,0,3353,0,20000,1,900,0,30,0,27,5.699999,2304
3700,388,12,0,1,26,0,0,0,519,0,0,0,1,5992,5977,5962,0,0.797507,8.817446,1,3730,1,3715,0,7500,1,388,0,8,0,4,2.22,676
3245,305,17,0,1,27,1000,0,0,520,0,0,1,1,6530,6530,6455,1,1.82777,9.632401,0,3320,0,3245,0,1500,1,305,0,4,1,6,6.220001,729
2010,808,12,0,1,40,1000,1,0,521,1,0,1,1,7262,6777,6777,0,1.241269,9.159152,1,2495,0,2495,1,10020,1,808,0,22,0,22,3.460001,1600
3055,875,12,0,1,38,1000,0,0,522,0,0,1,1,6150,6150,6100,0,0.837247,9.282754,0,3105,1,3055,0,12000,1,875,0,20,0,16,2.309999,1444
3458,613,12,0,1,40,2500,0,0,523,0,0,1,1,6009,5839,5839,0,0.837247,9.328213,0,3628,0,3628,0,14500,1,613,0,22,0,22,2.309999,1600
4235,1183,12,0,1,30,0,0,0,524,0,0,1,1,4662,4662,4604,0,0.732368,9.159152,0,4293,0,4235,0,9500,1,1183,0,12,1,6,2.08,900
3890,1050,16,0,1,30,10500,0,0,525,0,0,1,1,5140,5140,5140,0,0.837247,8.086718,1,3890,0,3890,0,11000,1,1050,0,8,1,9,2.309999,900
4005,520,10,0,1,34,0,0,0,526,0,0,1,1,5555,4280,3780,0,1.061257,9.371694,1,5780,0,5280,0,15000,1,520,0,18,0,19,2.890002,1156
3773,353,17,0,1,33,6750,1,0,527,0,0,1,1,5954,5954,5934,1,3.1394,10.48433,0,3793,0,3773,0,27000,1,353,0,10,0,14,23.09001,1089
3465,2700,10,0,1,26,10500,0,0,528,0,0,1,1,3915,3915,3540,0,2.446686,9.018089,1,3840,0,3465,1,5000,1,2700,0,10,1,11,11.55001,676
3460,0,14,0,1,27,1000,0,0,529,0,0,1,1,6620,6560,6560,1,0.329304,9.282754,1,3520,0,3520,0,8570,1,0,0,7,0,0,1.39,729
3360,0,12,0,1,23,1000,0,0,530,1,0,1,1,6720,6662,6524,0,1.061257,9.159152,1,3556,0,3418,0,11000,1,0,0,5,0,6,2.890002,529
3863,0,1,0,1,62,1000,0,0,531,0,0,0,1,6217,6007,6007,0,0.652325,7.824446,1,4073,0,4073,0,0,0,0,0,55,0,43,1.92,3844
3105,0,17,0,1,39,42500,0,0,532,1,0,1,1,6975,6775,6775,0,0.837247,0,1,3305,0,3305,0,35000,1,0,0,16,0,18,2.309999,1521
3715,2443,17,1,1,34,0,0,0,533,0.182331,0.030075,1,0,3922,3612,3612,0,0,0,1,4025,1,4025,0,0,0,2403,40,11,0,14,0,1156
3450,995,15,1,1,44,0,1,0,534,0.182331,0.030075,1,0,5635,5635,5635,1,0,10.65728,0,3450,0,3450,0,0,0,995,0,23,0,22,0,1936
3735,1975,15,1,1,58,0,0,0,535,0.182331,0.030075,1,0,4370,4370,4370,0,0,9.839003,1,3735,1,3735,0,0,0,1975,0,37,0,29,0,3364
4095,1313,16,0,1,29,13750,0,0,536,0.182331,0.030075,1,0,4672,4627,4627,1,0,9.210441,0,4140,0,4140,0,16000,1,1313,0,7,0,5,0,841
2770,4000,12,1,1,39,9500,0,0,537,0.182331,0.030075,1,0,3310,3310,3310,0,0,8.35491,1,2770,0,2770,0,0,0,4000,0,21,0,20,0,1521
2760,3518,17,1,1,41,42500,0,0,538,0.182331,0.030075,1,0,3802,3802,3802,0,0,0,1,2760,1,2760,0,200,1,3518,0,18,0,18,0,1681
4100,188,12,1,1,55,9500,0,0,539,0.182331,0.030075,1,0,5792,5792,5762,0,0,9.371694,1,4130,0,4100,0,1000,1,188,0,37,0,26,0,3025
2800,0,12,0,1,28,10500,0,0,540,0.182331,0.030075,1,0,7280,7280,7280,0,0,0,0,2800,1,2800,0,12000,1,0,0,10,1,10,0,784
2865,3438,12,1,1,41,0,0,0,541,0.182331,0.030075,1,0,3777,3777,3757,0,0,9.69591,1,2885,0,2865,0,0,0,3438,0,23,0,21,0,1681
3430,1150,8,1,1,46,9500,0,0,542,0.182331,0.030075,1,0,5500,4803,4803,0,0,8.35491,1,4127,0,4127,0,3500,1,1150,0,32,0,28,0,2116
4266,2880,5,1,0,56,6750,0,0,543,0.182331,0.030075,1,0,2934,2726,2726,0,0,0,1,4474,0,4474,1,0,0,2880,0,45,0,0,0,3136
2911,2100,12,0,0,52,0,0,0,544,0.182331,0.030075,1,0,5069,5069,5069,1,0,0,1,2911,0,2911,0,0,0,2100,0,34,0,0,0,2704
2746,2740,12,1,1,33,13750,0,1,545,0.182331,0.030075,1,0,4594,4424,4424,1,0,0,0,2916,0,2916,0,0,0,2740,0,15,0,7,0,1089
2663,0,9,0,1,47,8250,0,1,546,0.182331,0.030075,1,0,7417,7042,7042,1,0,0,1,3038,0,3038,0,0,0,0,0,32,0,28,0,2209
2940,2475,12,1,1,35,0,0,0,547,0.182331,0.030075,1,0,4665,4215,4215,0,0,10.65728,1,3390,1,3390,0,3500,1,2475,0,17,0,12,0,1225
2640,3180,16,1,1,27,42500,0,0,548,0.182331,0.030075,1,0,4260,4200,4200,0,0,0,1,2700,0,2700,0,2000,1,3180,0,5,1,5,0,729
2930,1950,17,0,1,34,13750,0,1,549,0.182331,0.030075,1,0,5200,5200,5200,0,0,0,1,2930,0,2930,0,14000,1,1950,0,11,0,13,0,1156
2955,2225,14,0,0,26,3500,0,1,550,0.182331,0.030075,1,0,4900,4900,4900,1,0,6.908755,1,2955,0,2955,0,0,0,2225,0,6,0,0,0,676
3595,2478,12,1,1,60,18750,0,0,551,0.182331,0.030075,1,0,4007,4007,3872,0,0,8.517393,0,3730,1,3595,0,0,0,2478,0,42,0,38,0,3600
2905,3648,12,1,1,27,11750,0,0,552,0.182331,0.030075,1,0,3527,3527,3527,0,0,0,1,2905,0,2905,0,0,0,3648,0,9,1,7,0,729
2533,1565,12,0,1,42,5500,0,0,553,0.182331,0.030075,1,0,5982,5877,5767,1,0,9.811976,1,2748,0,2638,0,20000,1,1565,0,24,0,24,0,1764
2820,3615,14,0,1,31,27500,0,0,554,0.182331,0.030075,1,0,3645,3645,3625,0,0,0,0,2840,1,2820,0,25000,1,3615,0,11,0,0,0,961
2755,2705,11,1,0,29,5500,0,0,555,0.182331,0.030075,0,0,4620,4270,4270,1,0,8.517393,1,3105,0,3105,0,0,0,2705,0,12,0,0,0,841
2806,2476,12,1,1,31,8250,0,1,556,0.182331,0.030075,1,0,4798,4753,4753,0,0,9.64866,1,2851,0,2851,0,13000,1,2476,0,13,1,9,0,961
4200,0,5,1,1,65,2500,0,0,557,0.182331,0.030075,0,0,5880,5730,5730,0,0,6.908755,0,4350,0,4350,1,0,0,0,0,54,0,36,0,4225
2448,3325,16,1,1,41,0,0,0,558,0.182331,0.030075,1,0,4307,4142,4142,1,0,10.65728,0,2613,1,2613,0,0,0,3325,0,19,0,16,0,1681
4095,1413,16,1,1,36,4500,0,0,559,0.182331,0.030075,1,0,4572,4572,4534,1,0,9.726214,0,4133,0,4095,0,5000,1,1413,0,14,0,14,0,1296
2355,2726,14,0,1,54,27500,0,0,560,0.182331,0.030075,1,0,4999,4999,4939,1,0,0,0,2415,1,2355,0,11300,1,2726,0,34,0,30,0,2916
4050,0,13,0,1,24,8250,0,1,561,0.182331,0.030075,1,0,6030,5940,5940,0,0,8.612685,0,4140,0,4140,0,6000,1,0,0,5,0,3,0,576
3990,1725,7,0,1,56,5500,0,0,562,0.182331,0.030075,0,0,4365,4185,3960,0,0,0,1,4395,1,4170,1,0,0,1725,0,43,0,38,0,3136
3975,0,12,0,1,28,6750,0,0,563,0.182331,0.030075,1,0,6105,6105,5840,1,0,8.517393,1,4240,0,3975,0,8000,1,0,0,10,0,7,0,784
2738,2475,10,1,1,41,13750,0,1,564,0.182331,0.030075,1,0,4867,4837,4837,0,0,0,0,2768,0,2768,0,0,0,2475,0,25,0,18,0,1681
2848,638,16,0,1,24,0,1,0,565,0.182331,0.030075,1,0,6594,6369,6369,0,0,10.65728,0,3073,0,3073,0,13000,1,638,0,2,0,1,0,576
2818,2505,12,1,1,32,42500,0,0,566,0.182331,0.030075,1,0,4757,4607,4607,0,0,0,1,2968,1,2968,0,0,0,2505,0,14,0,12,0,1024
2470,2026,16,1,1,38,0,0,0,567,0.182331,0.030075,1,0,5584,5584,4724,1,0,10.22198,0,3330,0,2470,0,0,0,2026,0,16,0,17,0,1444
3855,360,17,0,1,33,42500,0,0,568,0.182331,0.030075,1,0,5865,5825,5470,1,0,0,1,4250,0,3895,0,65000,1,360,0,10,0,5,0,1089
3803,2446,5,1,1,43,0,0,1,569,0.182331,0.030075,1,0,3831,3681,3681,0,0,0,1,3953,0,3953,0,0,0,2446,0,32,0,22,0,1849
2940,1725,17,0,1,41,1000,0,0,570,0.182331,0.030075,1,0,5415,5415,4875,1,0,10.63347,0,3480,0,2940,0,75000,1,1725,0,18,0,19,0,1681
3791,2808,15,1,0,34,8250,0,0,571,0.182331,0.030075,1,0,3481,3401,3326,1,0,0,0,3946,1,3871,0,0,0,2808,0,13,0,0,0,1156
3785,800,12,1,1,31,0,0,0,572,0.182331,0.030075,1,0,5495,5495,5465,1,0,9.69591,0,3815,0,3785,0,0,0,800,0,13,0,8,0,961
3755,1138,13,1,1,55,0,0,0,573,0.182331,0.030075,1,0,5187,5187,5187,1,0,10.22198,0,3755,1,3755,0,0,0,0,1138,36,0,32,0,3025
3745,900,8,0,1,62,0,0,0,574,0.182331,0.030075,1,0,5435,5435,5435,0,0,0,1,3745,1,3745,0,0,0,900,0,48,0,36,0,3844
3743,3118,17,1,1,54,32500,0,1,575,0.182331,0.030075,1,0,3219,3219,3219,0,0,9.210441,1,3743,1,3743,1,0,0,2068,1050,31,0,22,0,2916
2113,2488,14,1,1,33,0,0,0,576,0.182331,0.030075,1,0,5479,5299,5299,1,0,0,0,2293,0,2293,0,0,0,2488,0,13,0,4,0,1089
4350,480,12,1,1,60,13750,0,1,577,0.182331,0.030075,1,0,5250,4360,4360,0,0,0,1,5240,0,5240,0,0,0,480,0,42,0,38,0,3600
3860,1334,12,0,0,28,2500,0,0,578,0.182331,0.030075,0,0,4886,4886,4831,0,0,0,1,3915,0,3860,0,0,0,1334,0,10,0,0,0,784
2053,2276,12,1,1,32,10500,0,0,579,0.182331,0.030075,1,0,5751,5751,5693,1,0,9.282754,0,2111,0,2053,0,8000,1,2213,63,14,1,0,0,1024
3705,940,12,0,0,32,0,0,0,580,0.182331,0.030075,1,0,5435,5435,5282,0,0,0,1,3858,0,3705,0,0,0,940,0,14,0,0,0,1024
3703,2948,12,0,0,30,5500,0,0,581,0.182331,0.030075,1,0,3429,3339,2551,1,0,9.66466,0,4581,1,3793,0,0,0,2948,0,12,0,0,0,900
2381,2760,12,0,0,33,6750,0,1,582,0.182331,0.030075,1,0,4939,4849,4849,0,0,9.94035,0,2471,0,2471,0,0,0,2760,0,15,0,0,0,1089
3670,2175,14,1,0,38,21250,0,0,583,0.182331,0.030075,1,0,4235,4175,4175,1,0,0,1,3730,0,3730,0,0,0,2175,0,18,0,0,0,1444
3655,460,16,0,1,47,27500,0,0,584,0.182331,0.030075,1,0,5965,5965,5965,1,0,8.517393,1,3655,0,3655,0,28000,1,460,0,25,0,29,0,2209
3650,1773,16,0,1,40,0,0,0,585,0.182331,0.030075,1,0,4657,4657,4602,0,0,0,0,3705,1,3650,0,0,0,1773,0,18,0,18,0,1600
3643,3085,11,1,1,28,1000,0,0,586,0.182331,0.030075,1,0,3352,3352,3277,0,0,0,1,3718,1,3643,0,0,0,3085,0,11,0,10,0,784
3638,1375,11,0,1,27,1000,0,0,587,0.182331,0.030075,1,0,5067,5067,5029,0,0,0,1,3676,1,3638,0,0,0,1375,0,10,0,10,0,729
3733,2288,16,1,1,28,11750,0,0,588,0.182331,0.030075,1,0,4059,4059,4016,1,0,9.66466,1,3776,0,3733,0,9000,1,2288,0,6,1,4,0,784
3725,2616,9,1,1,44,21250,0,1,589,0.182331,0.030075,1,0,3739,3739,3739,1,0,0,1,3725,0,3725,0,0,0,2616,0,29,0,23,0,1936
3630,875,16,0,1,25,9500,0,1,590,0.182331,0.030075,1,0,5575,5425,5417,1,0,8.817446,0,3788,0,3780,0,8400,1,875,0,3,0,3,0,625
3628,0,7,1,0,58,4500,0,1,591,0.182331,0.030075,0,0,6452,6452,6452,0,0,0,0,3628,0,3628,1,0,0,0,0,45,0,0,0,3364
3628,1013,16,0,1,28,0,0,0,592,0.182331,0.030075,1,0,5439,5359,5134,1,0,0,0,3933,0,3708,0,0,0,1013,0,6,0,4,0,784
3800,1925,5,0,1,52,0,0,1,593,0.182331,0.030075,1,0,4355,4120,4120,0,0,0,1,4035,0,4035,0,0,0,1925,0,41,0,22,0,2704
3615,2443,16,0,0,27,6750,0,0,594,0.182331,0.030075,1,0,4022,4022,3972,0,0,8.517393,1,3665,0,3615,1,0,0,2443,0,5,0,0,0,729
3600,2163,12,1,1,42,5500,0,0,595,0.182331,0.030075,1,0,4317,4227,4227,1,0,9.811976,1,3690,0,3690,0,5000,1,2163,0,24,0,24,0,1764
3598,2376,14,1,1,56,11750,0,1,596,0.182331,0.030075,1,0,4106,4106,4106,1,0,8.853808,1,3598,0,3598,0,0,0,2376,0,36,0,0,0,3136
1740,2909,16,1,1,50,0,0,0,597,0.182331,0.030075,1,0,5431,5386,5386,1,0,10.65728,0,1785,0,1785,0,0,0,2909,0,28,0,23,0,2500
3583,2508,12,1,1,64,42500,0,0,598,0.182331,0.030075,0,0,3989,3866,3846,0,0,0,1,3726,1,3706,1,0,0,2508,0,46,0,41,0,4096
3580,3166,12,1,1,44,0,0,0,599,0.182331,0.030075,1,0,3334,3334,3296,0,0,9.259226,1,3618,1,3580,1,0,0,3166,0,26,0,17,0,1936
2700,2206,14,0,1,33,0,0,0,600,0.182331,0.030075,1,0,5174,5174,5174,1,0,0,0,2700,0,2700,0,0,0,2206,0,13,0,4,0,1089
3565,2150,8,0,1,44,9500,0,0,601,0.182331,0.030075,1,0,4365,4115,4040,0,0,8.35491,1,3890,0,3815,0,4500,1,2150,0,30,0,28,0,1936
3550,2455,16,1,0,24,3500,0,0,602,0.182331,0.030075,1,0,4075,4075,4075,0,0,7.601402,1,3550,0,3550,1,0,0,2455,0,2,0,0,0,576
3548,113,12,0,1,32,0,0,0,603,0.182331,0.030075,1,0,6419,6194,6194,0,0,9.159152,1,3773,1,3773,0,0,0,113,0,14,0,0,0,1024
3543,1088,8,0,1,35,42500,0,0,604,0.182331,0.030075,1,0,5449,5449,5449,1,0,0,1,3543,1,3543,0,50000,1,1088,0,21,0,7,0,1225
3538,2388,14,1,1,54,6750,0,0,605,0.182331,0.030075,1,0,4154,3771,3756,1,0,9.392745,1,3936,0,3921,0,0,0,2388,0,34,0,30,0,2916
3530,4805,12,1,1,37,42500,0,0,606,0.182331,0.030075,1,0,1745,1745,1745,0,0,0,1,3530,1,3530,0,8000,1,4805,0,19,0,0,0,1369
3525,1933,16,1,1,28,0,0,0,607,0.182331,0.030075,1,0,4622,4622,4584,1,0,0,0,3563,0,3525,0,0,0,1873,60,6,0,4,0,784
3525,1950,5,0,1,51,0,0,0,608,0.182331,0.030075,1,0,4605,4570,4495,0,0,8.160804,1,3635,0,3560,1,0,0,1950,0,40,0,35,0,2601
3523,1971,17,1,1,54,16250,0,1,609,0.182331,0.030075,1,0,4586,4586,4556,1,0,7.824446,1,3553,0,3523,0,0,0,1971,0,31,0,0,0,2916
3950,500,12,1,1,32,11750,0,1,610,0.182331,0.030075,1,0,5630,5630,4955,0,0,9.94035,0,4625,0,3950,0,0,0,500,0,14,0,9,0,1024
4420,2450,10,1,1,38,0,0,0,611,0.182331,0.030075,1,0,3210,3210,3210,0,0,9.371694,1,4420,0,4420,0,0,0,2450,0,22,0,19,0,1444
3871,2050,16,1,0,46,42500,0,0,612,0.182331,0.030075,1,0,4159,4039,4039,1,0,0,1,3991,1,3991,0,0,0,2050,0,24,0,0,0,2116
3503,950,12,0,1,26,4500,0,1,613,0.182331,0.030075,0,0,5627,5589,5589,0,0,8.699681,1,3541,0,3541,0,7000,1,950,0,8,0,0,0,676
3498,1015,12,1,1,59,6750,0,0,614,0.182331,0.030075,1,0,5567,5341,5141,0,0,9.741028,1,3924,0,3724,0,6600,1,1013,2,41,0,37,0,3481
3488,1715,8,1,1,50,0,0,0,615,0.182331,0.030075,1,0,4877,4184,4184,0,0,0,1,4181,0,4181,0,0,0,1715,0,36,0,31,0,2500
3480,1113,12,0,0,28,13750,0,0,616,0.182331,0.030075,1,0,5487,4962,4722,1,0,0,1,4245,1,4005,1,0,0,1113,0,10,0,0,0,784
3478,1200,12,1,1,57,0,0,0,617,0.182331,0.030075,1,0,5402,5402,5202,0,0,9.69591,0,3678,0,3478,0,0,0,1200,0,39,0,36,0,3249
3468,2871,16,1,1,26,9500,0,1,618,0.182331,0.030075,1,0,3741,3741,3741,1,0,8.817446,0,3468,0,3468,0,10700,1,2871,0,4,0,3,0,676
3460,2250,9,0,1,56,0,0,0,619,0.182331,0.030075,0,0,4370,4370,4370,0,0,8.817446,1,3460,0,3460,1,0,0,2250,0,41,0,30,0,3136
3455,2828,16,0,1,31,11750,0,0,620,0.182331,0.030075,1,0,3797,3739,3739,0,0,9.159152,0,3513,0,3513,0,0,0,2828,0,9,0,3,0,961
1546,3316,12,0,1,36,9500,0,0,621,0.182331,0.030075,1,0,5218,5188,5188,0,0,8.35491,1,1576,0,1576,0,0,0,3316,0,18,0,20,0,1296
3435,0,12,0,0,53,3500,0,0,622,0.182331,0.030075,0,0,6645,6645,6645,1,0,8.46611,0,3435,0,3435,0,0,0,0,0,35,0,0,0,2809
3433,745,8,1,1,63,0,0,0,623,0.182331,0.030075,0,0,5902,5887,5887,0,0,10.38903,1,3448,1,3448,0,0,0,745,0,49,0,43,0,3969
755,2663,12,0,0,23,5500,0,0,624,0.182331,0.030075,1,0,6662,6082,6037,0,0,0,1,1380,0,1335,0,0,0,2588,75,5,0,0,0,529
3423,3338,16,1,1,35,9500,0,0,625,0.182331,0.030075,1,0,3319,3319,3319,0,0,9.371694,1,3423,0,3423,0,0,0,3338,0,13,0,14,0,1225
3423,1588,8,1,1,61,42500,0,0,626,0.182331,0.030075,1,0,5069,5009,4916,1,0,0,1,3576,1,3483,0,35000,1,1588,0,47,0,7,0,3721
3420,830,17,0,0,32,13750,0,0,627,0.182331,0.030075,1,0,5830,5355,5310,0,0,8.922792,1,3940,0,3895,0,0,0,830,0,9,0,0,0,1024
2793,1273,16,1,1,43,42500,0,1,628,0.182331,0.030075,1,0,6014,5924,5819,1,0,0,1,2988,1,2883,0,12000,1,1273,0,21,0,0,0,1849
3405,2145,13,0,1,43,10500,0,1,629,0.182331,0.030075,1,0,4530,3788,3788,0,0,9.741028,1,4147,0,4147,0,0,0,2145,0,24,0,0,0,1849
3405,1875,5,1,1,55,0,0,0,630,0.182331,0.030075,1,0,4800,4800,4800,0,0,8.160804,1,3405,0,3405,1,0,0,1875,0,44,0,35,0,3025
3395,1988,17,1,1,32,16250,0,0,631,0.182331,0.030075,1,0,4697,4697,4697,1,0,10.17546,0,3395,1,3395,0,22000,1,1988,0,9,0,9,0,1024
3391,2895,12,1,1,50,5500,0,0,632,0.182331,0.030075,1,0,3794,3708,3708,1,0,9.66466,1,3477,0,3477,0,1300,1,2895,0,32,0,18,0,2500
3390,583,12,0,1,52,9500,0,0,633,0.182331,0.030075,1,0,6107,6107,5882,0,0,9.371694,1,3615,0,3390,0,9400,1,583,0,34,0,26,0,2704
3935,163,12,1,1,54,16250,0,0,634,0.182331,0.030075,1,0,5982,5757,5757,1,0,0,0,4160,0,4160,0,0,0,163,0,36,0,29,0,2916
3375,2905,12,1,1,40,8250,0,1,635,0.182331,0.030075,1,0,3800,3515,3497,0,0,0,1,3678,0,3660,0,0,0,2905,0,22,0,18,0,1600
3360,3135,11,0,0,49,6750,0,0,636,0.182331,0.030075,0,0,3585,3450,3450,0,0,0,1,3495,0,3495,0,0,0,3135,0,32,0,0,0,2401
3360,3075,10,1,1,50,0,1,0,637,0.182331,0.030075,1,0,3645,3645,3645,0,0,8.612685,1,3360,1,3360,0,0,0,3075,0,34,0,26,0,2500
3355,0,10,1,1,24,10500,1,1,638,0.182331,0.030075,0,0,6725,6425,6285,1,0,0,0,3795,0,3655,0,9000,1,0,0,8,1,9,0,576
2655,2688,13,1,0,25,5500,0,1,639,0.182331,0.030075,1,0,4737,4737,4737,1,0,0,0,2655,0,2655,0,2000,1,2613,75,6,0,0,0,625
3338,2263,12,1,1,44,0,0,0,640,0.182331,0.030075,1,0,4479,4479,4479,1,0,9.839003,0,3338,0,3338,0,0,0,2263,0,26,0,16,0,1936
3338,2588,12,1,1,42,3500,0,0,641,0.182331,0.030075,1,0,4154,4154,4154,0,0,9.23513,1,3338,0,3338,0,4000,1,2588,0,24,0,17,0,1764
3330,3148,12,1,1,37,1000,0,0,642,0.182331,0.030075,1,0,3602,3602,3555,0,0,10.18494,0,3377,1,3330,0,0,0,3148,0,19,0,18,0,1369
3326,2468,17,1,1,46,13750,1,1,643,0.182331,0.030075,1,0,4286,4286,4286,0,0,9.528867,1,3326,0,3326,0,14000,1,2468,0,23,0,22,0,2116
3315,1525,10,1,1,29,4500,0,0,644,0.182331,0.030075,1,0,5240,4905,4755,0,0,8.699681,1,3800,1,3650,0,5980,1,1150,375,13,0,0,0,841
3315,2948,12,1,1,35,23750,0,0,645,0.182331,0.030075,1,0,3817,3817,3817,1,0,0,0,3315,1,3315,0,0,0,2948,0,17,0,12,0,1225
